CIU;INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE;SITOWEB;EMAIL;TELEFONO;FAX;CELLULARE;CONTATTOFACEBOOK;CONTATTOTWITTER;CONTATTOINSTAGRAM;CONTATTOALTROSOCIAL
ATR-000524-8;Alloggio per uso turistico 524;Unica;VIA ANGELO TITTONI, 4;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000537-3;Alloggio per uso turistico 537;Unica;VIA DEL CIRCO MASSIMO, 9;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000619-4;Alloggio per uso turistico 619;Unica;VIA ALBERTO FORTIS, 16;Municipio II (ex Mun II);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000699-3;Alloggio per uso turistico 699;Unica;VIA FONTEIANA, 66;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000702-6;Alloggio per uso turistico 702;Unica;VIA IN LUCINA, 10;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000711-6;Alloggio per uso turistico 711;Unica;VIA TIRSO, 38;Municipio II (ex Mun II);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000712-7;Alloggio per uso turistico 712;Unica;VIA MAMIANI, 13;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000718-4;Alloggio per uso turistico 718;Unica;VIA MONTE FAVINO, 3;Municipio III (ex Mun IV);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000637-4;Alloggio per uso turistico 637;Unica;CIRCONVALLAZIONE TRIONFALE, 36;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000640-7;Alloggio per uso turistico 640;Unica;VIA LUIGI MAGLIONE, 1;Municipio XIV (ex Mun XIX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000580-1;Alloggio per uso turistico 580;Unica;VIA PADOVA, 96;Municipio II (ex Mun III);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000587-8;Alloggio per uso turistico 587;Unica;VIA NAPOLEONE III, 70;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000601-4;Alloggio per uso turistico 601;Unica;CLIVO DI MONTE DEL GALLO, 6;Municipio XIII (ex Mun XVIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000604-7;Alloggio per uso turistico 604;Unica;VIA ROCCO PAGLIARA, 124;Municipio XIV (ex Mun XIX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000606-9;Alloggio per uso turistico 606;Unica;VIA FABIO MASSIMO, 57;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000598-1;Alloggio per uso turistico 598;Unica;VIA DEI CERCHI, 45;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000514-7;Alloggio per uso turistico 514;Unica;VIA DELLE CARROZZE, 44;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000570-9;Alloggio per uso turistico 570;Unica;CLIVO DELLE MURA VATICANE, 26;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000574-4;Alloggio per uso turistico 574;Unica;VIA TUSCOLANA, 69;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000581-2;Alloggio per uso turistico 581;Unica;VIA ROCCA SINIBALDA, 38/B;Municipio II (ex Mun II);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000577-7;Alloggio per uso turistico 577;Unica;VIA DI S. MARCELLO, 40;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000374-2;Alloggio per uso turistico 374;Unica;VIA ANGELO EMO, 89;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000605-8;Alloggio per uso turistico 605;Unica;VIA ROCCO PAGLIARA, 124;Municipio XIV (ex Mun XIX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000416-8;Alloggio per uso turistico 416;Unica;VIA VITTORE GHILIANI, 295;Municipio IX (ex Mun XII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000569-8;Alloggio per uso turistico 569;Unica;VIA DEL CASALE DI S. NICOLA, 132;Municipio XIV (ex Mun XIX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000578-8;Alloggio per uso turistico 578;Unica;VIA FONTEIANA, 66;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000591-3;Alloggio per uso turistico 591;Unica;VIA GIROLAMO DANDINI, 2;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000595-7;Alloggio per uso turistico 595;Unica;CIRCONVALLAZIONE CASILINA, 104;Municipio V (ex Mun VI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000609-3;Alloggio per uso turistico 609;Unica;LARGO LUIGI ANTONELLI, 8;Municipio VIII (ex Mun XI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000616-1;Alloggio per uso turistico 616;Unica;VIA FILIPPO TURATI, 13;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000620-5;Alloggio per uso turistico 620;Unica;VIA DEI LECCI, 13;Municipio V (ex Mun VII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000621-6;Alloggio per uso turistico 621;Unica;PIAZZA DI S. FELICE DA CANTALICE, 1;Municipio V (ex Mun VII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000382-1;Alloggio per uso turistico 382;Unica;PIAZZA DELLE COPPELLE, 48;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000557-5;Alloggio per uso turistico 557;Unica;VIA DEGLI ORTI GIANICOLENSI, 5;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000628-4;Alloggio per uso turistico 628;Unica;VIA DELL'ARGILLA, 21;Municipio XIII (ex Mun XVIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000393-3;Alloggio per uso turistico 393;Unica;CIRCONVALLAZIONE CORNELIA, 293;Municipio XIII (ex Mun XVIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000677-8;Alloggio per uso turistico 677;Unica;VIA PARIGI, 11;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000678-9;Alloggio per uso turistico 678;Unica;VIALE APPIO CLAUDIO, 36;Municipio VII (ex Mun X);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000679-1;Alloggio per uso turistico 679;Unica;VIA PRINCIPE UMBERTO, 39;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000680-2;Alloggio per uso turistico 680;Unica;VIA DI VILLA KOCH, 4;Municipio II (ex Mun III);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000395-5;Alloggio per uso turistico 395;Unica;VIA DEI LEUTARI, 29;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000542-8;Alloggio per uso turistico 542;Unica;VIALE VATICANO, 48;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000556-4;Alloggio per uso turistico 556;Unica;VIA GIOVANNIPOLI, 65;Municipio VIII (ex Mun XI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000560-8;Alloggio per uso turistico 560;Unica;VIA ANGELO POLIZIANO, 78;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000631-7;Alloggio per uso turistico 631;Unica;VIA FRANCESCO CRISPI, 30;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000377-5;Alloggio per uso turistico 377;Unica;VIA BALDO DEGLI UBALDI, 71;Municipio XIII (ex Mun XVIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000409-1;Alloggio per uso turistico 409;Unica;VIA ANACAPRI, 42;Municipio V (ex Mun VI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000553-1;Alloggio per uso turistico 553;Unica;VIA LUSITANIA, 33;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000688-1;Alloggio per uso turistico 688;Unica;VIA DEI CAMPANI, 13;Municipio II (ex Mun III);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000703-7;Alloggio per uso turistico 703;Unica;VIA DEL SEMINARIO, 116;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000723-9;Alloggio per uso turistico 723;Unica;VIA TUSCOLANA, 1256;Municipio VII (ex Mun X);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000724-1;Alloggio per uso turistico 724;Unica;VIA FEDERICO CESI, 21;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000434-8;Alloggio per uso turistico 434;Unica;VIA DI S. FRANCESCO A RIPA, 18;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000463-1;Alloggio per uso turistico 463;Unica;VIA BUCCARI, 3;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000383-2;Alloggio per uso turistico 383;Unica;VIA NICOLA FABRIZI, 1/B;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000384-3;Alloggio per uso turistico 384;Unica;VIALE DI VILLA MASSIMO, 14;Municipio II (ex Mun III);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000413-5;Alloggio per uso turistico 413;Unica;VIA CARLO GALASSI PALUZZI, 5;Municipio XIII (ex Mun XVIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000447-3;Alloggio per uso turistico 447;Unica;VIA LUIGI RIZZO, 107;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000449-5;Alloggio per uso turistico 449;Unica;PIAZZA COSTAGUTI, 29;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000658-7;Alloggio per uso turistico 658;Unica;VIA URBANA, 61;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000659-8;Alloggio per uso turistico 659;Unica;VIALE DI TRASTEVERE, 230;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000660-9;Alloggio per uso turistico 660;Unica;VIA DI S. FRANCESCO A RIPA, 15;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000661-1;Alloggio per uso turistico 661;Unica;VIA PIETRO GASPARRI, 98;Municipio XIV (ex Mun XIX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000387-6;Alloggio per uso turistico 387;Unica;VIA FILIPPO ERMINI, 13;Municipio XIII (ex Mun XVIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000385-4;Alloggio per uso turistico 385;Unica;VIA MARCANTONIO BRAGADIN, 7;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000399-9;Alloggio per uso turistico 399;Unica;VIA GINORI, 7;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000402-3;Alloggio per uso turistico 402;Unica;VIA ALESSANDRO VOLTA, 45;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000545-2;Alloggio per uso turistico 545;Unica;VIA ROMEO RODRIGUEZ PEREIRA, 224;Municipio XIV (ex Mun XIX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000546-3;Alloggio per uso turistico 546;Unica;VIA ATTILIO FRIGGERI, 131;Municipio XIV (ex Mun XIX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000547-4;Alloggio per uso turistico 547;Unica;VIA DELLA STAZIONE DI S. PIETRO, 22;Municipio XIII (ex Mun XVIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000548-5;Alloggio per uso turistico 548;Unica;VIA DEI FELTRESCHI, 15;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000549-6;Alloggio per uso turistico 549;Unica;VIA DEI BANCHI NUOVI, 15;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000550-7;Alloggio per uso turistico 550;Unica;VIA RASELLA, 6;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000554-2;Alloggio per uso turistico 554;Unica;VIA DEI BANCHI VECCHI, 25;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000427-1;Alloggio per uso turistico 427;Unica;VIA DEL PORTICO D'OTTAVIA, 39;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000454-1;Alloggio per uso turistico 454;Unica;VIA DI S. GIOVANNI IN LATERANO, 7;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000457-4;Alloggio per uso turistico 457;Unica;VIA GIOVANNI GIOLITTI, 101;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000459-6;Alloggio per uso turistico 459;Unica;VIA GOLAMETTO, 2;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000429-3;Alloggio per uso turistico 429;Unica;VIA DI ACQUA BULLICANTE, 185;Municipio V (ex Mun VI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000431-5;Alloggio per uso turistico 431;Unica;VIA DOMENICHINO, 8;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000561-9;Alloggio per uso turistico 561;Unica;VIA RASELLA, 131;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000476-5;Alloggio per uso turistico 476;Unica;VIA GIANO PARRASIO, 14;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000412-4;Alloggio per uso turistico 412;Unica;VIALE ANGELICO, 70;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000417-9;Alloggio per uso turistico 417;Unica;VIA VITTORE GHILIANI, 295;Municipio IX (ex Mun XII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000421-4;Alloggio per uso turistico 421;Unica;VIA SALUZZO, 8;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000432-6;Alloggio per uso turistico 432;Unica;VIA NICOLO' PICCININO, 42;Municipio V (ex Mun VI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000436-1;Alloggio per uso turistico 436;Unica;VIA DELLA VITE, 95/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000465-3;Alloggio per uso turistico 465;Unica;VIA DEI CONDOTTI, 21;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000663-3;Alloggio per uso turistico 663;Unica;VIA CAVOUR, 160;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000419-2;Alloggio per uso turistico 419;Unica;BORGO VITTORIO, 85;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000466-4;Alloggio per uso turistico 466;Unica;VIA GIUSEPPE GIOACHINO BELLI, 26;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000481-1;Alloggio per uso turistico 481;Unica;VIA DEL BABUINO, 158;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000483-3;Alloggio per uso turistico 483;Unica;VIA DELLE MANTELLATE, 13;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000486-6;Alloggio per uso turistico 486;Unica;VIA CAPUA, 11;Municipio V (ex Mun VI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000487-7;Alloggio per uso turistico 487;Unica;VIA LABICANA, 45;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000389-8;Alloggio per uso turistico 389;Unica;PIAZZA ARMENIA, 4;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000441-6;Alloggio per uso turistico 441;Unica;VIA NAPOLEONE III, 43;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000445-1;Alloggio per uso turistico 445;Unica;VIA GEROLAMO TIRABOSCHI, 8;Municipio III (ex Mun IV);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000442-7;Alloggio per uso turistico 442;Unica;PIAZZA DI FIRENZE, 24;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000444-9;Alloggio per uso turistico 444;Unica;VIA DI GROTTA PERFETTA, 353;Municipio VIII (ex Mun XI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000665-5;Alloggio per uso turistico 665;Unica;VIA DI REBIBBIA, 47;Municipio IV (ex Mun V);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000666-6;Alloggio per uso turistico 666;Unica;VIA DEL GOVERNO VECCHIO, 84;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000667-7;Alloggio per uso turistico 667;Unica;VIALE OPITA OPPIO, 44;Municipio VII (ex Mun X);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000668-8;Alloggio per uso turistico 668;Unica;VIA URBANA, 33;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000422-5;Alloggio per uso turistico 422;Unica;VIA DEL BOSCHETTO, 104;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000568-7;Alloggio per uso turistico 568;Unica;VIA CESARE BARONIO, 82;Municipio VII (ex Mun IX);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000573-3;Alloggio per uso turistico 573;Unica;VIA BARI, 7;Municipio II (ex Mun III);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000693-6;Alloggio per uso turistico 693;Unica;VIA DEI PANIERI, 18;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000701-5;Alloggio per uso turistico 701;Unica;VIA PIETRO CARTONI, 55;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000708-3;Alloggio per uso turistico 708;Unica;VICOLO DEL BOLLO, 8;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000710-5;Alloggio per uso turistico 710;Unica;VIA GUGLIELMO CALDERINI, 46;Municipio II (ex Mun II);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000713-8;Alloggio per uso turistico 713;Unica;VIA CAVOUR, 108;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000721-7;Alloggio per uso turistico 721;Unica;LUNGOTEVERE MARZIO, 10;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000575-5;Alloggio per uso turistico 575;Unica;VIALE DI TRASTEVERE, 319;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000482-2;Alloggio per uso turistico 482;Unica;VIA MARMORATA, 169;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000491-2;Alloggio per uso turistico 491;Unica;VIA RUGGERO BONGHI, 34;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000420-3;Alloggio per uso turistico 420;Unica;VIA DI S. GIOVANNI IN LATERANO, 85;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000669-9;Alloggio per uso turistico 669;Unica;VIA CAPO D'AFRICA, 23;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000671-2;Alloggio per uso turistico 671;Unica;VIA BIXIO, 8;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000674-5;Alloggio per uso turistico 674;Unica;VIA SILICELLA, 23;Municipio VI (ex Mun VIII);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000676-7;Alloggio per uso turistico 676;Unica;VIA FIRENZE, 48;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
ATR-000681-3;Alloggio per uso turistico 681;Unica;VIA DEI CERCHI, 45;Municipio I (ex Mun I);Alloggio per uso Turistico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
